Clip,Prolongation,Block,SoundRep,WordRep,Interjection
HeStutters_8_2,0.79421014,0.11726255,0.00029734464,0.00022317238,0.00014636191
StutteringIsCool_2_29,0.0003995632,0.004492313,0.0024656397,0.00026001828,0.00027937975
WomenWhoStutter_34_101,0.018666916,0.010102315,0.00048731753,0.00704753,0.921169
StutteringIsCool_25_14,0.014229059,0.011467304,0.002994598,0.001625624,0.99923813
StutteringIsCool_60_13,0.00013487363,0.00919584,0.0030610396,0.00034539707,0.000718065
StrongVoices_23_53,0.888722,0.45769462,0.00014515426,0.00017459544,0.008763636
StutteringIsCool_50_8,0.008067626,0.93078214,0.00027851725,0.0007547317,0.17767277
WomenWhoStutter_57_103,0.9895517,0.3191084,0.0006457631,0.0020278897,0.0017370384
HeStutters_19_152,0.81921345,0.18196225,0.1552775,9.671303e-05,6.0133716e-05
StutteringIsCool_80_31,0.009156643,0.014961836,0.21694107,0.029484967,0.005482687
HVSA_3_183,0.9319385,0.0025134317,0.008399666,0.00730794,0.9801225
MyStutteringLife_22_34,0.00036021176,0.0010685109,0.050119333,0.00067952485,0.0039498676
WomenWhoStutter_6_201,0.010221459,0.27179858,0.0027333274,0.005942655,0.99949276
WomenWhoStutter_86_137,0.03946339,0.16283229,0.17662835,0.0865356,3.765005e-05
StutteringIsCool_63_16,0.00012944604,0.035109606,0.49173087,0.030091427,0.00032396975
HeStutters_18_194,0.033634804,0.034380592,0.0022794162,0.9969433,6.878406e-05
WomenWhoStutter_97_94,0.0021006013,0.24963881,0.26052198,0.9808202,0.0006250928
WomenWhoStutter_93_36,0.99316955,0.0075402153,0.0002513279,0.0020543672,0.029557824
WomenWhoStutter_42_47,0.97406274,0.0036775025,0.00058699027,0.0015969756,0.0011069688
StrongVoices_26_30,0.020270612,0.99571973,0.0055077923,0.0016917451,0.0016765624
HVSA_1_55,0.30806905,0.14202666,0.26994288,0.0016129039,2.3315886e-05
WomenWhoStutter_87_71,0.00036358088,0.27492034,0.002123721,7.100647e-05,0.003656532
HeStutters_17_10,0.002669892,0.04332841,0.0014552749,0.99943703,0.079511054
WomenWhoStutter_6_203,0.0030833841,0.9102565,0.05515341,0.00014599226,0.00020920498
StutteringIsCool_38_29,0.00020517311,0.04939884,0.00050508766,0.00022522599,0.0022978692
StutteringIsCool_80_177,0.0006193465,0.008088823,0.019600915,6.806448e-05,0.0003820112
StutteringIsCool_81_3,0.076018475,0.008889889,0.0021003785,0.0030525953,0.9996835
StutteringIsCool_68_38,0.0032280062,0.14440253,0.0004320121,0.00085538696,0.99148613
MyStutteringLife_35_158,0.008043183,0.25654557,7.909172e-05,0.00018068354,0.83361113
StutterTalk_52_0,0.0037333248,0.010007376,0.0017381558,0.0005268945,0.9941034
WomenWhoStutter_8_12,0.68173015,0.19863534,0.9307954,0.00013394814,0.0008349928
HeStutters_7_30,0.00018669423,0.0059571313,0.00319282,0.00022777886,0.0014313195
StutterTalk_33_41,0.0007711191,0.27622858,0.009030742,5.273312e-05,0.43679252
WomenWhoStutter_6_20,0.06592746,0.02689853,0.30009195,0.0044601,0.99954575
