Clip,SoundRep,WordRep,Interjection
HeStutters_8_2,0.0033458774,0.00028279363,0.000100417674
StutteringIsCool_2_29,0.00020677705,0.0002605429,0.0021670174
WomenWhoStutter_34_101,0.00016200719,0.00072576577,0.037364457
StutteringIsCool_25_14,0.0031431378,0.0012012939,0.9994727
StutteringIsCool_60_13,0.00041666027,0.00015461497,0.0016630983
StrongVoices_23_53,0.00029889337,0.00022021924,0.0058993846
StutteringIsCool_50_8,0.00022265228,0.0006300837,0.004250371
WomenWhoStutter_57_103,0.014442503,0.00023829234,0.0001372202
HeStutters_19_152,0.4854309,9.506082e-05,0.000218727
StutteringIsCool_80_31,0.00027401306,9.196634e-05,0.018120004
HVSA_3_183,0.006567248,8.652497e-05,0.38742027
MyStutteringLife_22_34,0.11581292,0.00023414721,8.08971e-05
WomenWhoStutter_6_201,0.0026654177,0.009221635,0.99978167
WomenWhoStutter_86_137,0.99028975,0.0012798108,0.0017485415
StutteringIsCool_63_16,0.008037102,0.5063083,0.00078238203
HeStutters_18_194,0.0025278763,0.99657995,0.002572315
WomenWhoStutter_97_94,0.14831817,0.99677235,0.0012499576
WomenWhoStutter_93_36,0.00034173066,5.4036227e-05,0.4638941
WomenWhoStutter_42_47,0.00065816374,0.00094040966,0.0003072995
StrongVoices_26_30,0.0006461269,0.00037290688,0.0011330135
HVSA_1_55,0.002836163,0.0001447159,0.002022754
WomenWhoStutter_87_71,0.072693385,0.00032618502,7.067397e-05
HeStutters_17_10,0.013023555,0.99973387,0.82115394
WomenWhoStutter_6_203,0.0019641893,7.817378e-05,0.000738069
StutteringIsCool_38_29,0.010097843,0.0001248512,0.00094598584
StutteringIsCool_80_177,0.19029379,4.2019714e-05,0.003433361
StutteringIsCool_81_3,0.0021555484,0.00014577777,0.9842107
StutteringIsCool_68_38,0.0006530651,0.00034418382,0.866002
MyStutteringLife_35_158,0.0011355106,8.2707236e-05,0.0076857666
StutterTalk_52_0,0.0010139444,0.00020579105,0.9893351
WomenWhoStutter_8_12,0.8407236,0.0001143771,0.00047286274
HeStutters_7_30,0.0005538751,0.00056986196,0.00090277253
StutterTalk_33_41,0.0008898015,5.0729785e-05,0.43120196
WomenWhoStutter_6_20,0.74209005,0.0007316177,0.9929899
StutterTalk_27_16,0.0010099862,0.00013214388,0.86176246
StutterTalk_68_142,0.00026921413,0.0015168361,0.29101345
WomenWhoStutter_2_51,0.00019971676,0.00023852714,0.016637417
HeStutters_23_202,0.0006506134,7.976659e-05,0.0029406014
HeStutters_12_167,0.008503214,0.99985266,0.016092187
WomenWhoStutter_39_189,0.0016433414,0.0021980267,0.99939585
StutteringIsCool_84_34,0.000398816,0.00010907952,0.0036185964
StutterTalk_34_15,0.5408234,0.0010800106,0.067358926
WomenWhoStutter_65_10,0.00022373868,0.00096377375,0.00071150425
WomenWhoStutter_50_426,0.0009968826,0.0001394813,0.0025113057
StutterTalk_75_18,0.73243123,0.8978675,5.186302e-05
WomenWhoStutter_21_205,0.0019831737,0.00052349665,0.00018340819
StutterTalk_28_12,0.97368014,0.0031722726,0.00011695369
WomenWhoStutter_6_5,0.019583603,0.0009572301,9.507088e-05
StrongVoices_10_174,0.0012301585,0.000687743,0.00012301581
StrongVoices_10_114,0.00017720429,0.000105589235,0.073454075
StutteringIsCool_34_175,0.0022712843,0.0015409831,0.99910575
StutteringIsCool_80_181,0.006929379,8.1228405e-05,0.0075095817
StutteringIsCool_37_18,0.99597,0.0009904385,0.0013590448
StrongVoices_6_105,0.0028573764,7.335719e-05,0.0023127617
WomenWhoStutter_30_53,0.00013665583,0.00016015684,0.18470028
WomenWhoStutter_82_20,0.0010635159,0.0040376037,0.985401
StrongVoices_32_116,0.0067021903,0.00036966096,0.00015885524
IStutterSoWhat_2_69,0.24751614,0.00020410914,0.00030184956
StutterTalk_59_32,0.00024683552,0.00015987412,0.0032468182
HeStutters_6_287,8.728033e-05,0.00036791016,0.01775525
WomenWhoStutter_22_28,0.9595914,0.51251817,0.033141192
StutteringIsCool_34_148,0.00078113977,0.0020784133,0.99510515
IStutterSoWhat_0_197,0.9968689,0.0014041335,0.0028691646
StrongVoices_4_22,0.0017820114,0.0006555554,0.99869764
StutterTalk_64_180,0.0008137325,0.00015905227,0.7240307
WomenWhoStutter_101_44,0.0012821234,0.00011549334,0.0005600015
StutterTalk_8_123,0.005402491,0.99955124,0.0030000526
StrongVoices_32_38,0.0018340816,0.00020721678,0.00029500097
MyStutteringLife_15_33,0.0063530025,0.9994155,0.0012704814
WomenWhoStutter_88_149,0.001268159,0.99733305,0.05633781
StrongVoices_21_68,0.00037354894,0.0001926587,0.0012467918
StutterTalk_57_27,0.003004383,0.0026961288,0.9996749
WomenWhoStutter_23_39,0.0026802807,0.0016784015,0.9995491
StrongVoices_34_22,0.0006701503,0.00014890208,0.00080143654
StutteringIsCool_75_0,0.6533171,0.00010773443,0.0014506793
MyStutteringLife_25_17,0.0027204806,0.035102967,0.0117647955
IStutterSoWhat_0_176,0.00029657088,0.00013863719,0.7103154
WomenWhoStutter_97_48,0.9961528,0.8565927,0.04914594
HeStutters_15_58,0.0001896024,0.00022627984,0.8401809
IStutterSoWhat_0_148,0.0005267534,7.530822e-05,0.8837027
WomenWhoStutter_41_28,0.9969807,0.001996212,0.0015509356
WomenWhoStutter_1_35,0.0024562858,0.0014192524,0.9993961
IStutterSoWhat_3_131,0.99423766,0.0009602513,0.00084974547
WomenWhoStutter_103_9,0.7619512,0.00015549008,0.0009195896
WomenWhoStutter_102_31,0.002202173,0.0031342441,0.0003887198
WomenWhoStutter_14_193,0.73106104,0.00013812627,0.00021601675
IStutterSoWhat_2_119,0.9674405,0.00044459983,0.0004598474
HVSA_1_76,0.0001595966,0.0015719442,0.0010082355
WomenWhoStutter_86_10,0.0005570878,0.8264504,0.8152056
StutterTalk_33_67,0.0032917038,0.0027903668,0.9997068
WomenWhoStutter_25_9,0.040589027,0.0007987006,0.00028202034
WomenWhoStutter_57_39,0.008703663,0.99708253,0.0006314246
HeStutters_18_21,0.0032864567,0.0017965834,0.9996246
WomenWhoStutter_88_73,0.00022453173,0.5507881,0.00070941786
WomenWhoStutter_19_155,0.0011627849,6.861602e-05,0.005753273
WomenWhoStutter_84_26,0.0053849635,0.0012917904,0.99957603
StutterTalk_18_9,0.0023135925,7.043452e-05,0.92688
StutteringIsCool_55_32,0.021434382,3.0838408e-05,0.11737468
StutteringIsCool_38_33,0.0003490978,0.00019675287,0.0011887748
StutterTalk_37_137,0.9670378,0.0012967075,0.00013996975
HeStutters_21_14,0.351351,0.99197537,0.0051448382
MyStutteringLife_35_0,0.99415874,0.0013655552,0.00069342233
StutterTalk_25_162,0.090732776,0.0004620593,0.020599168
StutteringIsCool_80_14,0.09136002,0.00019055464,0.00016864247
StutterTalk_80_5,0.030611625,5.732677e-05,0.0055196267
HeStutters_12_126,0.0011112405,0.99950635,0.6332192
StutteringIsCool_46_187,0.4747728,0.00041747733,0.00025427394
HeStutters_1_106,0.0014931962,0.00019310451,0.0011737244
StutterTalk_20_35,0.10121097,0.0001686394,0.6020234
StutteringIsCool_52_21,0.002849778,0.0745834,0.0008040737
StutteringIsCool_73_11,0.00027177163,0.00018640964,0.006907769
WomenWhoStutter_84_30,0.0004987645,0.00015359813,0.95568347
StutteringIsCool_31_20,0.0003219346,0.00011121869,0.0035432407
HVSA_2_6,0.12729718,0.123752676,0.25659952
StutterTalk_64_163,0.91211534,0.0005325393,0.02727356
HeStutters_16_179,0.94856447,0.00030889153,0.00037891755
MyStutteringLife_38_10,0.0031880308,0.99968743,0.010162254
HeStutters_13_21,0.011178146,0.00026893988,0.97169703
StutterTalk_25_56,0.8972285,0.98131543,0.0009451308
StutteringIsCool_80_61,0.33028772,0.000118633456,0.010842469
HeStutters_23_189,0.99851006,0.006845184,0.004641156
HeStutters_22_184,0.005038649,0.0003319115,9.460793e-05
StutteringIsCool_61_27,0.00024566933,0.00032977274,0.001287647
WomenWhoStutter_74_159,0.10114235,0.98532593,0.63677925
WomenWhoStutter_15_27,0.00056441,4.0030503e-05,0.0340828
HeStutters_16_110,0.9730568,0.00055478286,0.00045641357
StutterTalk_43_177,0.055211138,0.00022036441,6.521267e-05
StutteringIsCool_59_38,0.00015712778,0.00022931925,0.005293881
WomenWhoStutter_10_88,0.01969793,0.9876853,0.0008769233
StutterTalk_68_158,0.008976855,0.9978865,0.001109092
WomenWhoStutter_35_21,0.00026921387,0.00034656934,0.7192757
StutterTalk_8_41,0.004762992,0.9996093,0.0037988075
WomenWhoStutter_30_46,0.32121626,0.99012786,0.0039904336
WomenWhoStutter_19_9,0.0030237413,3.4545523e-05,0.012565267
HVSA_0_49,0.00061156,7.5467455e-05,0.1713267
StutteringIsCool_65_4,0.05355098,9.34822e-05,0.00023162458
HeStutters_23_53,0.9962948,0.0039578844,0.007975618
StutterTalk_68_207,0.8349164,0.0024232469,0.0001040875
WomenWhoStutter_101_171,0.00014442488,0.0005975976,0.0048898375
StrongVoices_10_93,0.97856605,0.00082848954,0.024363786
WomenWhoStutter_50_209,0.0022780816,0.00011236195,0.00042846895
StutteringIsCool_82_35,0.0033787442,0.0022191997,0.99968004
StutterTalk_1_19,0.42295507,0.00049096806,4.1719613e-05
WomenWhoStutter_38_31,0.0021339138,0.00083714974,0.9991043
StutteringIsCool_35_31,0.00011318656,0.00028117571,0.01505448
StutterTalk_38_13,0.0052808877,1.8024142e-05,0.028348532
StutterTalk_41_9,0.00048916513,0.003390837,0.0011549625
HeStutters_15_117,0.5462355,0.0004195333,0.0062223515
WomenWhoStutter_39_164,0.00016605097,0.00014713529,0.011456834
MyStutteringLife_27_0,0.0003415162,6.674299e-05,0.01400004
MyStutteringLife_24_23,0.0005873507,0.00022465378,0.57912326
StutterTalk_37_28,0.0010849434,0.00028598408,0.00026846904
StrongVoices_23_61,0.033998612,0.015401004,0.0066449326
WomenWhoStutter_57_133,0.041519087,5.6715584e-05,0.0011425399
IStutterSoWhat_3_57,0.9707054,0.00024812834,0.09276195
WomenWhoStutter_50_72,0.00024403962,0.0003579603,0.0010656645
StutterTalk_14_8,0.003533827,0.000667367,0.028048618
StutterTalk_26_110,0.00014899482,0.00021191525,0.050777704
WomenWhoStutter_34_156,0.99021053,0.00071730616,0.00076421694
StrongVoices_21_116,0.022039685,0.0002240324,9.649378e-05
StutterTalk_38_26,0.0021737257,0.00031901192,0.0005481377
StutterTalk_19_15,0.01568798,0.0004896921,4.3663862e-05
WomenWhoStutter_101_129,0.0032505242,0.0019434514,0.9996469
WomenWhoStutter_0_99,0.948298,0.00016693046,0.0013438795
HeStutters_1_46,0.98417723,0.00097505865,0.0003645473
HeStutters_1_120,0.31301934,0.7851715,0.00025870794
HeStutters_16_185,0.060981482,0.98547333,0.03983447
HeStutters_13_1,0.0006510588,0.00026165092,0.0005830464
StutterTalk_64_70,0.92343944,0.00052484166,0.00018430119
HeStutters_14_5,0.00038982288,7.679958e-05,0.009663785
HeStutters_15_147,0.00018718031,0.9947167,0.25819764
HeStutters_6_45,0.0014639936,6.6738736e-05,0.06314673
StrongVoices_23_258,0.00020076685,0.00011143472,0.31375182
HeStutters_10_23,0.083625376,0.0010781381,0.9804379
StrongVoices_26_15,0.00061104377,0.00024719702,0.000757885
WomenWhoStutter_39_26,0.00041851768,4.719934e-05,0.072395116
